Title,year,Genres,Actors,Director,Plot,OMDb_URL,Poster_URL
The Boat (Das Boot),1981.0,"Adventure, Drama, Mystery","Juanjo Artero, Mario Casas, Blanca Suárez",N/A,"A global cataclysm, caused by a fatal accident in Geneva (Switzerland) during the implementation of the particle accelerator will lead to crew of vessel-school Estrella Polar to live the adventure of their lives.",https://www.imdb.com/title/tt1788634/,https://m.media-amazon.com/images/M/MV5BNzEyZjY0YzAtNmFlYi00Yjk1LWE4MWUtMjZmNWUyMmU2N2UzXkEyXkFqcGc@._V1_SX300.jpg
Chariots of Fire,1981.0,"Biography, Drama, Sport","Ben Cross, Ian Charleson, Nicholas Farrell",Hugh Hudson,"Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.",https://www.imdb.com/title/tt0082158/,https://m.media-amazon.com/images/M/MV5BZjkzZjFmZDEtNTliZi00MDcwLThjMTMtNmI5OGVmYjZjZDM1XkEyXkFqcGc@._V1_SX300.jpg
An American Werewolf in London,1981.0,"Comedy, Horror","David Naughton, Jenny Agutter, Joe Belcher",John Landis,"American college students David Kessler and Jack Goodman on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists. Jack dies. David recovers in a hospital, where he has nightmares.",https://www.imdb.com/title/tt0082010/,https://m.media-amazon.com/images/M/MV5BOWYyNmMwMTUtZjE2OC00YWQzLWJmMzctNzhmMDI1OTQwNzdhXkEyXkFqcGc@._V1_SX300.jpg
Reds,1981.0,"Biography, Drama, History","Warren Beatty, Diane Keaton, Edward Herrmann",Warren Beatty,"A radical American journalist becomes involved with the Communist revolution in Russia, and hopes to bring its spirit and idealism to the United States.",https://www.imdb.com/title/tt0082979/,https://m.media-amazon.com/images/M/MV5BNDFjMThlYTMtMjMwMy00MjgxLTlhZjgtZTY2ZTdmYjhmY2U2XkEyXkFqcGc@._V1_SX300.jpg
Man of Iron (Czlowiek z Zelaza),1981.0,"Drama, History","Jerzy Radziwilowicz, Krystyna Janda, Marian Opania",Andrzej Wajda,"A few years after the events of Man of Marble (1977), a journalist investigates Mateusz Birkut's son Maciek Tomczyk, now an activist leading a shipyard strike.",https://www.imdb.com/title/tt0082222/,https://m.media-amazon.com/images/M/MV5BZmE4N2Q0ZWItNjRiNC00YzkyLWE2MmYtNzdhYjQ2YWVkZGQ5XkEyXkFqcGc@._V1_SX300.jpg
Diva,1981.0,"Crime, Music, Thriller","Wilhelmenia Fernandez, Frédéric Andréi, Roland Bertin",Jean-Jacques Beineix,"Two tapes, two Parisian mob killers, one corrupt policeman, an opera fan, a teenage thief, and the coolest philosopher ever filmed all twist their way through an intricate and stylish French-language thriller.",https://www.imdb.com/title/tt0082269/,https://m.media-amazon.com/images/M/MV5BZmI5MmJjNTktZDUwOS00MWM5LWE0MzYtZWY3MzRiOTg0MjIwXkEyXkFqcGc@._V1_SX300.jpg
Raiders of the Lost Ark,1981.0,"Action, Adventure","Harrison Ford, Karen Allen, Paul Freeman",Steven Spielberg,"In 1936, archaeologist Indiana Jones is tasked by Army Intelligence to help locate a legendary ancient power, the Ark of Covenant, before the Nazis get it first.",https://www.imdb.com/title/tt0082971/,https://m.media-amazon.com/images/M/MV5BOGNhMjg2ZjgtYzk4Ni00MTViLTg1MmUtYzM2MDZiYjZlMmU3XkEyXkFqcGc@._V1_SX300.jpg
Diner,1982.0,"Comedy, Drama","Steve Guttenberg, Mickey Rourke, Kevin Bacon",Barry Levinson,A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.,https://www.imdb.com/title/tt0083833/,https://m.media-amazon.com/images/M/MV5BZDc5MDkwMTMtY2QzOC00Y2IwLTk0MWItOGMyZjkyZjc4YjAyXkEyXkFqcGc@._V1_SX300.jpg
Blade Runner,1982.0,"Action, Drama, Sci-Fi","Harrison Ford, Rutger Hauer, Sean Young",Ridley Scott,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,https://www.imdb.com/title/tt0083658/,https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_SX300.jpg
A Question of Silence (De Stilte Rond Christine M.),1982.0,Drama,"Edda Barends, Nelly Frijda, Henriëtte Tol",Marleen Gorris,"When three women with no previous acquaintance kill a male shopkeeper in the middle of the day, the female psychiatrist assigned to the case sets out to understand why.",https://www.imdb.com/title/tt0086369/,https://m.media-amazon.com/images/M/MV5BMjY5NzRiMTItZjdjOC00ZWQzLWJmYWMtOGE1YTJlNGQ1MWFlXkEyXkFqcGc@._V1_SX300.jpg
The Draughtsman's Contract,1982.0,"Comedy, Drama, Mystery","Anthony Higgins, Janet Suzman, Anne-Louise Lambert",Peter Greenaway,A young artist is commissioned by the wife of a wealthy landowner to make a series of drawings of the estate while her husband is away.,https://www.imdb.com/title/tt0083851/,https://m.media-amazon.com/images/M/MV5BNTk0MTFmZjctOWIxOS00NTdmLWE5ZDQtNzNmMGFlMDZlYzc3XkEyXkFqcGc@._V1_SX300.jpg
The Night of the Shooting Stars (La Notte di San Lorenzo),1982.0,"Crime, Drama, Mystery","Riz Ahmed, John Turturro, Bill Camp",N/A,"After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.",https://www.imdb.com/title/tt2401256/,https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@._V1_SX300.jpg
Gandhi,1982.0,"Biography, Drama, History","Ben Kingsley, John Gielgud, Rohini Hattangadi",Richard Attenborough,The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,https://www.imdb.com/title/tt0083987/,https://m.media-amazon.com/images/M/MV5BNTg3ODhlZTEtM2Q3MC00YzMxLWJjN2YtOWUyMDIyYTlhYzM3XkEyXkFqcGc@._V1_SX300.jpg
Fitzcarraldo,1982.0,"Adventure, Drama","Klaus Kinski, Claudia Cardinale, José Lewgoy",Werner Herzog,"The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",https://www.imdb.com/title/tt0083946/,https://m.media-amazon.com/images/M/MV5BYzJjNTRkNjUtZGE4MC00YmRlLWI0ODYtMzJjNGZkYWMzNTJhXkEyXkFqcGc@._V1_SX300.jpg
Tootsie,1982.0,"Comedy, Drama, Romance","Dustin Hoffman, Jessica Lange, Teri Garr",Sydney Pollack,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",https://www.imdb.com/title/tt0084805/,https://m.media-amazon.com/images/M/MV5BNzc1YjU5NzEtMmZjYi00NzE2LThjMmEtMzY1ZTg5ZjgyM2EzXkEyXkFqcGc@._V1_SX300.jpg
"Too Early, Too Late (Zu Früh, Zu Spät / Trop Tôt, Trop Tard)",1982.0,Documentary,"Danièle Huillet, Bahgat Elnadi, Gérard Samaan","Danièle Huillet, Jean-Marie Straub",A sequence of shots of rural landscapes accompanied by readings of texts about the struggles of poor farmers.,https://www.imdb.com/title/tt0083230/,https://m.media-amazon.com/images/M/MV5BZWI2NmM5MGUtZjlhMS00MGNmLWIxZDctYjVhMzY2MTdmNjcyXkEyXkFqcGc@._V1_SX300.jpg
Fast Times at Ridgemont High,1982.0,"Comedy, Drama","Sean Penn, Jennifer Jason Leigh, Judge Reinhold",Amy Heckerling,A group of SoCal high school students would rather ignore their studies and instead indulge in their teenage distractions.,https://www.imdb.com/title/tt0083929/,https://m.media-amazon.com/images/M/MV5BMWM4NTc3N2YtMjk2Ny00MTRmLWE4YzItNTVhMTRlODVkNmE5XkEyXkFqcGc@._V1_SX300.jpg
Yol,1982.0,Drama,"Tarik Akan, Serif Sezer, Halil Ergün",Serif Gören,"When five Kurdish prisoners are granted one week's home leave, they find to their dismay that they face continued oppression outside of prison from their families, the culture, and the government.",https://www.imdb.com/title/tt0084934/,https://m.media-amazon.com/images/M/MV5BYTcxODI2OTUtZjkzYS00MDk4LTk5Y2QtMTY4YmJlMzQ4MmE1XkEyXkFqcGc@._V1_SX300.jpg
Poltergeist,1982.0,"Horror, Thriller","JoBeth Williams, Heather O'Rourke, Craig T. Nelson",Tobe Hooper,"A family's home becomes the center of paranormal activity that opens a doorway to the ""other side."" With help, they must cross over to get their daughter back.",https://www.imdb.com/title/tt0084516/,https://m.media-amazon.com/images/M/MV5BNzY4MGZkYjgtYTQ2YS00YTlhLWEyMjAtMjZhYzczNTRlM2ZmXkEyXkFqcGc@._V1_SX300.jpg
The Evil Dead,1982.0,Horror,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor",Sam Raimi,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",https://www.imdb.com/title/tt0083907/,https://m.media-amazon.com/images/M/MV5BNWRmZGQyYzgtNjA5OC00NGYzLTlhYWMtNzBhZTFlZGNjYWI2XkEyXkFqcGc@._V1_SX300.jpg
E.T.: The Extra-Terrestrial,1982.0,"Adventure, Family, Sci-Fi","Henry Thomas, Drew Barrymore, Peter Coyote",Steven Spielberg,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,https://www.imdb.com/title/tt0083866/,https://m.media-amazon.com/images/M/MV5BYTNhNmY0YWMtMTczYi00MTA0LThhMmUtMTIxYzE0Y2QwMzRlXkEyXkFqcGc@._V1_SX300.jpg
The Thing,1982.0,"Horror, Mystery, Sci-Fi","Kurt Russell, Wilford Brimley, Keith David",John Carpenter,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,https://www.imdb.com/title/tt0084787/,https://m.media-amazon.com/images/M/MV5BYTA3NDU5MWEtNTk4Yy00ZDNkLThmZTQtMjU3ZGVhYzAyMzU4XkEyXkFqcGc@._V1_SX300.jpg
Fanny and Alexander (Fanny och Alexander),1982.0,Drama,"Bertil Guve, Pernilla Allwin, Kristina Adolphson",Ingmar Bergman,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",https://www.imdb.com/title/tt0083922/,https://m.media-amazon.com/images/M/MV5BNjIwMzRhZWUtOTA0YS00MmFmLWI4ZjgtNjNlZmU3M2Q1Y2NhXkEyXkFqcGc@._V1_SX300.jpg
Terms of Endearment,1983.0,"Comedy, Drama","Shirley MacLaine, Debra Winger, Jack Nicholson",James L. Brooks,Widow Aurora Greenway juggles her own struggles with a new romantic interest while trying to sort out the emotional problems of her daughter who's married to a philandering husband.,https://www.imdb.com/title/tt0086425/,https://m.media-amazon.com/images/M/MV5BMTk0ODM4NDk0MF5BMl5BanBnXkFtZTgwMTEzMDUxMDE@._V1_SX300.jpg
The Last Battle (Le Dernier Combat),1983.0,Sci-Fi,"Pierre Jolivet, Jean Bouise, Jean Reno",Luc Besson,"In a post-apocalyptic future where no one is able to speak, the few remaining humans fight over resources in order to survive.",https://www.imdb.com/title/tt0085426/,https://m.media-amazon.com/images/M/MV5BMzRlMGUwMWQtNTYzMS00Yjg1LTgxNTYtODEwNjYxNDQxMzUxXkEyXkFqcGc@._V1_SX300.jpg
Local Hero,1983.0,"Comedy, Drama","Burt Lancaster, Peter Riegert, Fulton Mackay",Bill Forsyth,"An American oil company has plans for a new refinery and sends someone to Scotland to buy up an entire village, but things don't go as expected.",https://www.imdb.com/title/tt0085859/,https://m.media-amazon.com/images/M/MV5BNjRmYWNlYWMtOTcxZS00YzU5LWEwZTctYjEzZWZlNmQxN2Y1XkEyXkFqcGc@._V1_SX300.jpg
Once Upon a Time in America,1983.0,"Comedy, Drama","Leonardo DiCaprio, Brad Pitt, Margot Robbie",Quentin Tarantino,"As Hollywood's Golden Age is winding down during the summer of 1969, television actor Rick Dalton and his stunt double Cliff Booth endeavor to achieve lasting success in Hollywood while meeting several colorful characters along th...",https://www.imdb.com/title/tt7131622/,https://m.media-amazon.com/images/M/MV5BMzMzNmViNjYtN2ViNi00NDM3LWFlMmItNDYyMGIzY2EzZjE2XkEyXkFqcGc@._V1_SX300.jpg
The King of Comedy,1983.0,"Comedy, Crime, Drama","Robert De Niro, Jerry Lewis, Diahnne Abbott",Martin Scorsese,"Rupert is an aspiring stand-up comedian, who is willing to go the extra mile in his attempt to appear in the late night show hosted by his idol.",https://www.imdb.com/title/tt0085794/,https://m.media-amazon.com/images/M/MV5BYTQxNGUwNmUtMDJhYy00ZjM1LWFjZjQtYmI5ZGY4YTZmZWQyXkEyXkFqcGc@._V1_SX300.jpg
Videodrome,1983.0,"Drama, Horror, Sci-Fi","James Woods, Debbie Harry, Sonja Smits",David Cronenberg,A programmer at a Toronto TV station that specializes in adult entertainment searches for the producers of a dangerous and bizarre broadcast.,https://www.imdb.com/title/tt0086541/,https://m.media-amazon.com/images/M/MV5BOTI0NDVlMjMtNWI5Yi00ZWM0LTg4NWUtNGRkYjU5NTBkZjVkXkEyXkFqcGc@._V1_SX300.jpg
The Fourth Man (De Vierde Man),1983.0,"Action, Adventure, Mystery","Nikola Kojo, Dragan Petrovic-Pele, Bogdan Diklic",Dejan Zecevic,A man awakens from a two-month-long coma with total amnesia and sets out to discover the truth about his identity.,https://www.imdb.com/title/tt0930856/,https://m.media-amazon.com/images/M/MV5BNjg4NzE4NzIwMl5BMl5BanBnXkFtZTcwNzI5ODIwMw@@._V1_SX300.jpg
El Norte,1983.0,"Adventure, Drama","Zaide Silvia Gutiérrez, David Villalpando, Ernesto Gómez Cruz",Gregory Nava,"After their family is killed in a government massacre, siblings Enrique and Rosa flee Guatemala and embark on a perilous journey to ""El Norte"": the United States.",https://www.imdb.com/title/tt0085482/,https://m.media-amazon.com/images/M/MV5BMjRkNDM1YWQtNTZlZi00MzI3LTgxZjktMzZhMDA1YTUzY2I4XkEyXkFqcGc@._V1_SX300.jpg
The Big Chill,1983.0,"Comedy, Drama","Tom Berenger, Glenn Close, Jeff Goldblum",Lawrence Kasdan,A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.,https://www.imdb.com/title/tt0085244/,https://m.media-amazon.com/images/M/MV5BOTg3YWQ1MWItMTcxYy00NTczLWJiMDktYjkxMWExNDY3ZjI4XkEyXkFqcGc@._V1_SX300.jpg
The Ballad of Narayama (Narayama Bushi-ko),1983.0,"Comedy, Sport","Will Ferrell, John C. Reilly, Sacha Baron Cohen",Adam McKay,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion ar...",https://www.imdb.com/title/tt0415306/,https://m.media-amazon.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_SX300.jpg
Star Wars: Episode VI - Return of the Jedi,1983.0,"Action, Adventure, Fantasy","Mark Hamill, Harrison Ford, Carrie Fisher",George Lucas,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth ...",https://www.imdb.com/title/tt0076759/,https://m.media-amazon.com/images/M/MV5BOGUwMDk0Y2MtNjBlNi00NmRiLTk2MWYtMGMyMDlhYmI4ZDBjXkEyXkFqcGc@._V1_SX300.jpg
Sunless (Sans Soleil),1983.0,Short,"Kiril Hristov, Malin Krastev, Kitodar Todorov, Lubomir Vulchev",Teo Chepilov,N/A,https://www.imdb.com/title/tt3026086/,N/A
Money (L'Argent),1983.0,"Crime, Mystery, Thriller","Jesse Williams, Kellan Lutz, Jamie Bamber",Martín Rosete,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",https://www.imdb.com/title/tt4715356/,https://m.media-amazon.com/images/M/MV5BZjViNGIzODgtNWVkNy00ZTAyLTgzMDAtYzkzNzZlYjZlMjQ0XkEyXkFqcGc@._V1_SX300.jpg
The Right Stuff,1983.0,"Adventure, Biography, Drama","Sam Shepard, Scott Glenn, Ed Harris",Philip Kaufman,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers pr...",https://www.imdb.com/title/tt0086197/,https://m.media-amazon.com/images/M/MV5BZmNiMWIxZDEtYWE0Zi00YzU5LTk4NzctNmE2YThiMGUzYzlkXkEyXkFqcGc@._V1_SX300.jpg
Scarface,1983.0,"Crime, Drama","Al Pacino, Michelle Pfeiffer, Steven Bauer",Brian De Palma,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.",https://www.imdb.com/title/tt0086250/,https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_SX300.jpg
Koyaanisqatsi,1983.0,"Documentary, Music","Edward Asner, Pat Benatar, Jerry Brown",Godfrey Reggio,"A collection of expertly photographed phenomena with no conventional plot. The footage focuses on the relationship between nature, humanity, and technology.",https://www.imdb.com/title/tt0085809/,https://m.media-amazon.com/images/M/MV5BZWI2OWRmMGQtYmIxNS00MjgxLWIyMjUtMGY4NmQ2OWQyMmMwXkEyXkFqcGc@._V1_SX300.jpg
A Christmas Story,1983.0,"Comedy, Family","Peter Billingsley, Melinda Dillon, Darren McGavin",Bob Clark,"In the 1940s, a young boy named Ralphie Parker attempts to convince his parents, teacher, and Santa Claus that a Red Ryder Range 200 Shot BB gun really is the perfect Christmas gift.",https://www.imdb.com/title/tt0085334/,https://m.media-amazon.com/images/M/MV5BZWZhYzI1YjktYzJjYy00NjIwLWE0MGItNWM4YWM2ZjFkNGM0XkEyXkFqcGc@._V1_SX300.jpg
The Killing Fields,1984.0,"Biography, Drama, History","Sam Waterston, Haing S. Ngor, John Malkovich",Roland Joffé,A journalist is trapped in Cambodia during Pol Pot's bloody Year Zero cleansing campaign.,https://www.imdb.com/title/tt0087553/,https://m.media-amazon.com/images/M/MV5BYWFiNThiZjUtMzMxZS00MmY5LWE3NzYtYjU5NjAwOTEwZGMyXkEyXkFqcGc@._V1_SX300.jpg
Beverly Hills Cop,1984.0,"Action, Comedy, Crime","Eddie Murphy, Judge Reinhold, John Ashton",Martin Brest,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,https://www.imdb.com/title/tt0086960/,https://m.media-amazon.com/images/M/MV5BNjU4OGM2MzctNGU3ZC00M2EzLThiN2ItOTlmN2FjODM0MzFhXkEyXkFqcGc@._V1_SX300.jpg
Ghostbusters,1984.0,"Action, Comedy, Fantasy","Bill Murray, Dan Aykroyd, Sigourney Weaver",Ivan Reitman,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",https://www.imdb.com/title/tt0087332/,https://m.media-amazon.com/images/M/MV5BMGI0Yjg2ODAtNDYzNi00Njc2LTlkMmMtMmRmYWI5MDE4ZGRkXkEyXkFqcGc@._V1_SX300.jpg
"Paris, Texas",1984.0,Drama,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell",Wim Wenders,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family.",https://www.imdb.com/title/tt0087884/,https://m.media-amazon.com/images/M/MV5BYWY5YzE4YmUtZWFhMS00YjYxLWI5ZGUtNDEyNmMzNDVjMGEwXkEyXkFqcGc@._V1_SX300.jpg
A Nightmare on Elm Street,1984.0,Horror,"Heather Langenkamp, Johnny Depp, Robert Englund",Wes Craven,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in rea...",https://www.imdb.com/title/tt0087800/,https://m.media-amazon.com/images/M/MV5BNTZmN2VlMWMtMTdlMi00NDBhLWIyODMtODEwMzM0ODMwMWYwXkEyXkFqcGc@._V1_SX300.jpg
The Natural,1984.0,"Drama, Sport","Robert Redford, Robert Duvall, Glenn Close",Barry Levinson,A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.,https://www.imdb.com/title/tt0087781/,https://m.media-amazon.com/images/M/MV5BODM3ZmMxN2YtOWMwMy00MDRjLTk0NDUtY2Q5MGQwZTQwNmM1XkEyXkFqcGc@._V1_SX300.jpg
A Passage to India,1984.0,"Adventure, Drama, History","Judy Davis, Victor Banerjee, Peggy Ashcroft",David Lean,"Cultural mistrust and false accusations doom a friendship in British colonial India between an Indian doctor, an Englishwoman engaged to marry a city magistrate, and an English educator.",https://www.imdb.com/title/tt0087892/,https://m.media-amazon.com/images/M/MV5BMDg5NTFiMGQtZTBhZS00Njc5LWE4NzAtNzVkNzVlNTVlMDExXkEyXkFqcGc@._V1_SX300.jpg
